cve_uaslp,creditos,cve_materia,materia,calificacion,fecha_cal,tipo_examen,semestre
0202439,0,0000,GEOMETRIA Y TRIGONOMETRIA,AC,2012-05-29,EO,2011-2012/II
0202439,8,0041,ALGEBRA A,80,2012-05-29,EO,2011-2012/II
0202439,8,0051,CALCULO A,70,2012-05-29,EO,2011-2012/II
0202439,8,0061,FISICA A,60,2012-05-29,EO,2011-2012/II
0202439,0,1105,ESCRITURA Y REDACCION,EE,2012-05-29,EO,2011-2012/II
0202439,10,6021,QUIMICA DE MATERIALES,EE,2012-05-29,EO,2011-2012/II
0202439,6,6023,DINAMISMO I,85,2012-05-29,EO,2011-2012/II
0202439,10,6025,MINERALOGIA,80,2012-05-29,EO,2011-2012/II
0202439,0,1105,ESCRITURA Y REDACCION,AC,2012-06-01,EE,2011-2012/II
0202439,10,6021,QUIMICA DE MATERIALES,60,2012-06-01,EE,2011-2012/II
0202439,8,0042,ALGEBRA B,ET,2012-11-30,EO,2012-2013/I
0202439,8,0052,CALCULO B,60,2012-11-30,EO,2012-2013/I
0202439,6,0063,FISICA C,47,2012-11-30,EO,2012-2013/I
0202439,1,1001,SEMINARIO INTEGRADOR I,90,2012-11-30,EO,2012-2013/I
0202439,1,1104,HUMANIDADES C,90,2012-11-30,EO,2012-2013/I
0202439,10,6031,ANALISIS DE MATERIALES,65,2012-11-30,EO,2012-2013/I
0202439,10,6032,OBTENCION DE MATERIALES,60,2012-11-30,EO,2012-2013/I
0202439,6,6033,DINAMISMO II,70,2012-11-30,EO,2012-2013/I
0202439,8,0042,ALGEBRA B,NP,2013-01-08,ET,2012-2013/I
0202439,6,0063,FISICA C,NP,2013-01-09,ET,2012-2013/I
0202439,8,0042,ALGEBRA B,80,2013-05-29,EO,2012-2013/II
0202439,8,0055,CALCULO E,95,2013-05-29,EO,2012-2013/II
0202439,6,0063,FISICA C,80,2013-05-29,EO,2012-2013/II
0202439,8,6041,MECANICA DE FLUIDOS,60,2013-05-29,EO,2012-2013/II
0202439,12,6043,MATERIALES DE INGENIERIA I,55,2013-05-29,EO,2012-2013/II
0202439,12,6043,MATERIALES DE INGENIERIA I,40,2013-05-31,EE,2012-2013/II
0202439,12,6043,MATERIALES DE INGENIERIA I,NP,2013-06-12,ET,2012-2013/II
0202439,1,1002,SEMINARIO INTEGRADOR II,95,2013-11-27,EO,2013-2014/I
0202439,3,1134,COMPUTACION,60,2013-11-27,EO,2013-2014/I
0202439,0,1901,INGLES BASICO I,AC,2013-11-27,EO,2013-2014/I
0202439,12,6043,MATERIALES DE INGENIERIA I,65,2013-11-27,EO,2013-2014/I
0202439,10,6045,PRINCIPIOS DE ECONOMIA,80,2013-11-27,EO,2013-2014/I
0202439,10,6056,FISICOQUIMICA,65,2013-11-27,EO,2013-2014/I
0202439,3,1103,APROVECHAMIENTO DE LOS RECURSOS NACIONALES,85,2014-05-22,EO,2013-2014/II
0202439,6,1130,METODOS NUMERICOS,65,2014-05-22,EO,2013-2014/II
0202439,0,1902,INGLES BASICO II,SA,2014-05-22,EO,2013-2014/II
0202439,6,6040,INGENIERIA ELECTRICA,90,2014-05-22,EO,2013-2014/II
0202439,12,6052,BENEFICIO DE MATERIALES I,100,2014-05-22,EO,2013-2014/II
0202439,8,6053,MATERIALES DE INGENIERIA II,52,2014-05-22,EO,2013-2014/II
0202439,10,6065,TERMODINAMICA DE MATERIALES,50,2014-05-22,EO,2013-2014/II
0202439,8,6053,MATERIALES DE INGENIERIA II,40,2014-05-26,EE,2013-2014/II
0202439,10,6065,TERMODINAMICA DE MATERIALES,30,2014-05-26,EE,2013-2014/II
0202439,10,6065,TERMODINAMICA DE MATERIALES,NP,2014-06-10,ET,2013-2014/II
0202439,8,6053,MATERIALES DE INGENIERIA II,60,2014-06-11,ET,2013-2014/II
0202439,0,1902,INGLES BASICO II,AC,2014-12-02,EO,2014-2015/I
0202439,5,6054,INSTRUMENTACION,90,2014-12-02,EO,2014-2015/I
0202439,12,6063,BENEFICIO DE MATERIALES II,90,2014-12-02,EO,2014-2015/I
0202439,10,6064,MECANICA DE MATERIALES,80,2014-12-02,EO,2014-2015/I
0202439,10,6065,TERMODINAMICA DE MATERIALES,85,2014-12-02,EO,2014-2015/I
0202439,6,6069,MATEMATICAS APLICADAS,70,2014-12-02,EO,2014-2015/I
0202439,1,1003,SEMINARIO INTEGRADOR III,80,2015-05-26,EO,2014-2015/II
0202439,0,1903,INGLES INTERMEDIO I,SA,2015-05-26,EO,2014-2015/II
0202439,6,6055,ECOLOGIA I,80,2015-05-26,EO,2014-2015/II
0202439,6,6067,CERAMICOS,75,2015-05-26,EO,2014-2015/II
0202439,12,6072,EXTRACTIVA I,100,2015-05-26,EO,2014-2015/II
0202439,10,6074,FORMADO DE MATERIALES,80,2015-05-26,EO,2014-2015/II
0202439,10,6077,FENOMENOS DE TRANSPORTE,EE,2015-05-26,EO,2014-2015/II
0202439,10,6077,FENOMENOS DE TRANSPORTE,60,2015-05-28,EE,2014-2015/II
0202439,6,6076,POLIMEROS,60,2015-12-09,EO,2015-2016/I
0202439,6,6079,ADMINISTRACION,80,2015-12-09,EO,2015-2016/I
0202439,12,6082,EXTRACTIVA II,80,2015-12-09,EO,2015-2016/I
0202439,8,6084,FUNDICION,80,2015-12-09,EO,2015-2016/I
0202439,8,6087,CINETICA,90,2015-12-09,EO,2015-2016/I
0202439,10,6088,TRANSFORMACIONES DE FASES,52,2015-12-09,EO,2015-2016/I
0202439,10,6088,TRANSFORMACIONES DE FASES,60,2015-12-11,EE,2015-2016/I
0202439,15,1906,PRACTICAS PROFESIONALES I,AC,2016-01-08,AP,2015-2016/I
0202439,1,1004,SEMINARIO INTEGRADOR IV,90,2016-05-27,EO,2015-2016/II
0202439,0,1903,INGLES INTERMEDIO I,AC,2016-05-27,EO,2015-2016/II
0202439,6,6095,FLOTACION,90,2016-05-27,EO,2015-2016/II
0202439,8,6098,SELECCION Y USO DE MATERIALES,85,2016-05-27,EO,2015-2016/II
0202439,8,6099,SIMULACION,100,2016-05-27,EO,2015-2016/II
0202439,10,6100,DISEÑO DE PROCESOS,50,2016-05-27,EO,2015-2016/II
0202439,6,6119,TEMAS EN MATERIALES,95,2016-05-27,EO,2015-2016/II
0202439,8,6202,CARACTERIZACION DE MATERIALES,70,2016-05-27,EO,2015-2016/II
0202439,10,6100,DISEÑO DE PROCESOS,50,2016-05-31,EE,2015-2016/II
0202439,10,6100,DISEÑO DE PROCESOS,60,2016-06-10,ET,2015-2016/II
0202439,0,1904,INGLES INTERMEDIO II,AC,2016-07-20,EA,2015-2016/II
0202439,0,1905,INGLES AVANZADO,AC,2016-12-07,EO,2016-2017/I
0202439,6,6080,CONTROL DE CALIDAD,90,2016-12-07,EO,2016-2017/I
0202439,8,6090,ECOLOGIA II,95,2016-12-07,EO,2016-2017/I
0202439,6,6093,SIDERURGIA,90,2016-12-07,EO,2016-2017/I
0202439,8,6112,SOLDADURA,95,2016-12-07,EO,2016-2017/I
0202477,0,0000,GEOMETRIA Y TRIGONOMETRIA,NA,2011-12-06,EO,2011-2012/I
0202477,8,0041,ALGEBRA A,36,2011-12-06,EO,2011-2012/I
0202477,8,0071,QUIMICA A,56,2011-12-06,EO,2011-2012/I
0202477,5,1100,TECNICAS DEL APRENDIZAJE,70,2011-12-06,EO,2011-2012/I
0202477,3,1102,HUMANIDADES B,65,2011-12-06,EO,2011-2012/I
0202477,10,6010,ORIGEN DE LOS MATERIALES,80,2011-12-06,EO,2011-2012/I
0202477,10,6012,INTRODUCCION A LOS MATERIALES,59,2011-12-06,EO,2011-2012/I
0202477,0,6013,SEMINARIO DE ORIENTACION,AC,2011-12-06,EO,2011-2012/I
0202477,0,0000,GEOMETRIA Y TRIGONOMETRIA,NP,2011-12-09,EE,2011-2012/I
0202477,8,0071,QUIMICA A,40,2011-12-09,EE,2011-2012/I
0202477,10,6012,INTRODUCCION A LOS MATERIALES,60,2011-12-09,EE,2011-2012/I
0202477,0,0000,GEOMETRIA Y TRIGONOMETRIA,NP,2012-01-09,ET,2011-2012/I
0202477,8,0041,ALGEBRA A,60,2012-01-09,ET,2011-2012/I
0202477,8,0071,QUIMICA A,25,2012-01-12,ET,2011-2012/I
0202477,0,1901,INGLES BASICO I,NA,2012-05-19,EA,2011-2012/II
0202477,0,0000,GEOMETRIA Y TRIGONOMETRIA,NA,2012-05-29,EO,2011-2012/II
0202477,8,0042,ALGEBRA B,22,2012-05-29,EO,2011-2012/II
0202477,8,0051,CALCULO A,20,2012-05-29,EO,2011-2012/II
0202477,8,0061,FISICA A,60,2012-05-29,EO,2011-2012/II
0202477,8,0071,QUIMICA A,60,2012-05-29,EO,2011-2012/II
0202477,0,1105,ESCRITURA Y REDACCION,AC,2012-05-29,EO,2011-2012/II
0202477,6,6023,DINAMISMO I,75,2012-05-29,EO,2011-2012/II
0202477,10,6025,MINERALOGIA,60,2012-05-29,EO,2011-2012/II
0202477,0,0000,GEOMETRIA Y TRIGONOMETRIA,AC,2012-06-01,EE,2011-2012/II
0202477,8,0042,ALGEBRA B,NP,2012-06-05,ET,2011-2012/II
0202477,8,0051,CALCULO A,NP,2012-06-06,ET,2011-2012/II
0202477,8,0042,ALGEBRA B,65,2012-11-30,EO,2012-2013/I
0202477,8,0051,CALCULO A,30,2012-11-30,EO,2012-2013/I
0202477,6,0063,FISICA C,27,2012-11-30,EO,2012-2013/I
0202477,0,1901,INGLES BASICO I,AC,2012-11-30,EO,2012-2013/I
0202477,10,6021,QUIMICA DE MATERIALES,65,2012-11-30,EO,2012-2013/I
0202477,6,6033,DINAMISMO II,65,2012-11-30,EO,2012-2013/I
0202477,8,0051,CALCULO A,20,2013-01-09,ET,2012-2013/I
0202477,6,0063,FISICA C,00,2013-01-09,ET,2012-2013/I
0202477,8,0051,CALCULO A,60,2013-03-13,ER,2012-2013/II
0202477,6,0063,FISICA C,30,2013-05-29,EO,2012-2013/II
0202477,1,1001,SEMINARIO INTEGRADOR I,85,2013-05-29,EO,2012-2013/II
0202477,3,1103,APROVECHAMIENTO DE LOS RECURSOS NACIONALES,70,2013-05-29,EO,2012-2013/II
0202477,1,1104,HUMANIDADES C,90,2013-05-29,EO,2012-2013/II
0202477,3,1134,COMPUTACION,22,2013-05-29,EO,2012-2013/II
0202477,10,6031,ANALISIS DE MATERIALES,60,2013-05-29,EO,2012-2013/II
0202477,10,6032,OBTENCION DE MATERIALES,53,2013-05-29,EO,2012-2013/II
0202477,10,6032,OBTENCION DE MATERIALES,37,2013-05-31,EE,2012-2013/II
0202477,6,0063,FISICA C,00,2013-06-05,ET,2012-2013/II
0202477,3,1134,COMPUTACION,NP,2013-06-11,ET,2012-2013/II
0202477,10,6032,OBTENCION DE MATERIALES,37,2013-06-12,ET,2012-2013/II
0202477,3,1134,COMPUTACION,25,2013-11-27,EO,2013-2014/I
0202477,0,1902,INGLES BASICO II,EE,2013-11-27,EO,2013-2014/I
0202477,10,6032,OBTENCION DE MATERIALES,EE,2013-11-27,EO,2013-2014/I
0202477,12,6043,MATERIALES DE INGENIERIA I,15,2013-11-27,EO,2013-2014/I
0202477,6,6055,ECOLOGIA I,ET,2013-11-27,EO,2013-2014/I
0202477,0,1902,INGLES BASICO II,AC,2013-11-29,EE,2013-2014/I
0202477,10,6032,OBTENCION DE MATERIALES,60,2013-11-29,EE,2013-2014/I
0202477,3,1134,COMPUTACION,80,2013-12-11,ET,2013-2014/I
0202477,12,6043,MATERIALES DE INGENIERIA I,NP,2013-12-13,ET,2013-2014/I
0202477,6,6055,ECOLOGIA I,NP,2013-12-16,ET,2013-2014/I
0202477,8,0052,CALCULO B,50,2014-01-07,ET,2013-2014/I
0202477,6,0063,FISICA C,60,2014-03-12,ER,2013-2014/II
0202477,8,0052,CALCULO B,55,2014-05-22,EO,2013-2014/II
0202477,6,1130,METODOS NUMERICOS,40,2014-05-22,EO,2013-2014/II
0202477,0,1903,INGLES INTERMEDIO I,ET,2014-05-22,EO,2013-2014/II
0202477,12,6043,MATERIALES DE INGENIERIA I,32,2014-05-22,EO,2013-2014/II
0202477,10,6045,PRINCIPIOS DE ECONOMIA,70,2014-05-22,EO,2013-2014/II
0202477,6,6055,ECOLOGIA I,47,2014-05-22,EO,2013-2014/II
0202477,8,0052,CALCULO B,60,2014-05-26,EE,2013-2014/II
0202477,12,6043,MATERIALES DE INGENIERIA I,25,2014-06-11,ET,2013-2014/II
0202477,0,1903,INGLES INTERMEDIO I,NP,2014-06-12,ET,2013-2014/II
0202477,6,6055,ECOLOGIA I,60,2014-06-12,ET,2013-2014/II
0202477,6,1130,METODOS NUMERICOS,20,2014-06-13,ET,2013-2014/II
0202477,8,0055,CALCULO E,60,2014-06-30,IO,2013-2014/II
0202477,12,6043,MATERIALES DE INGENIERIA I,30,2014-10-08,ER,2014-2015/I
0202477,6,1130,METODOS NUMERICOS,50,2014-12-02,EO,2014-2015/I
0202477,0,1903,INGLES INTERMEDIO I,ET,2014-12-02,EO,2014-2015/I
0202477,8,6041,MECANICA DE FLUIDOS,58,2014-12-02,EO,2014-2015/I
0202477,10,6056,FISICOQUIMICA,ET,2014-12-02,EO,2014-2015/I
0202477,6,1130,METODOS NUMERICOS,60,2014-12-04,EE,2014-2015/I
0202477,8,6041,MECANICA DE FLUIDOS,80,2014-12-04,EE,2014-2015/I
0202477,10,6056,FISICOQUIMICA,50,2014-12-10,ET,2014-2015/I
0202477,0,1903,INGLES INTERMEDIO I,AC,2014-12-15,ET,2014-2015/I
0202477,12,6043,MATERIALES DE INGENIERIA I,45,2015-03-04,ER,2014-2015/II
0202477,1,1002,SEMINARIO INTEGRADOR II,SA,2015-05-26,EO,2014-2015/II
0202477,0,1904,INGLES INTERMEDIO II,EE,2015-05-26,EO,2014-2015/II
0202477,12,6052,BENEFICIO DE MATERIALES I,60,2015-05-26,EO,2014-2015/II
0202477,10,6056,FISICOQUIMICA,70,2015-05-26,EO,2014-2015/II
0202477,6,6069,MATEMATICAS APLICADAS,ET,2015-05-26,EO,2014-2015/II
0202477,0,1904,INGLES INTERMEDIO II,NA,2015-05-28,EE,2014-2015/II
0202477,6,6069,MATEMATICAS APLICADAS,45,2015-06-11,ET,2014-2015/II
0202477,0,1904,INGLES INTERMEDIO II,NP,2015-06-12,ET,2014-2015/II
0202477,12,6043,MATERIALES DE INGENIERIA I,60,2015-12-09,UO,2015-2016/I
0202477,1,1002,SEMINARIO INTEGRADOR II,75,2016-05-27,EO,2015-2016/II
0202477,6,6040,INGENIERIA ELECTRICA,50,2016-05-27,EO,2015-2016/II
0202477,8,6053,MATERIALES DE INGENIERIA II,35,2016-05-27,EO,2015-2016/II
0202477,6,6069,MATEMATICAS APLICADAS,56,2016-05-27,EO,2015-2016/II
0202477,6,6040,INGENIERIA ELECTRICA,50,2016-05-31,EE,2015-2016/II
0202477,6,6069,MATEMATICAS APLICADAS,95,2016-05-31,EE,2015-2016/II
0202477,8,6053,MATERIALES DE INGENIERIA II,45,2016-06-08,ET,2015-2016/II
0202477,6,6040,INGENIERIA ELECTRICA,60,2016-06-10,ET,2015-2016/II
0202477,1,1003,SEMINARIO INTEGRADOR III,80,2016-12-07,EO,2016-2017/I
0202477,0,1904,INGLES INTERMEDIO II,EE,2016-12-07,EO,2016-2017/I
0202477,8,6053,MATERIALES DE INGENIERIA II,60,2016-12-07,EO,2016-2017/I
0202477,5,6054,INSTRUMENTACION,70,2016-12-07,EO,2016-2017/I
0202477,10,6065,TERMODINAMICA DE MATERIALES,09,2016-12-07,EO,2016-2017/I
0202477,6,6079,ADMINISTRACION,60,2016-12-07,EO,2016-2017/I
0202477,0,1904,INGLES INTERMEDIO II,AC,2016-12-09,EE,2016-2017/I
0202477,10,6065,TERMODINAMICA DE MATERIALES,25,2017-01-09,ET,2016-2017/I
0202477,12,6063,BENEFICIO DE MATERIALES II,50,2017-05-31,EO,2016-2017/II
0202477,10,6064,MECANICA DE MATERIALES,40,2017-05-31,EO,2016-2017/II
0202477,10,6065,TERMODINAMICA DE MATERIALES,45,2017-05-31,EO,2016-2017/II
0202477,6,6067,CERAMICOS,70,2017-05-31,EO,2016-2017/II
0202477,12,6063,BENEFICIO DE MATERIALES II,30,2017-06-02,EE,2016-2017/II
0202477,10,6065,TERMODINAMICA DE MATERIALES,65,2017-06-13,ET,2016-2017/II
0202477,12,6063,BENEFICIO DE MATERIALES II,60,2017-06-14,ET,2016-2017/II
0202477,10,6064,MECANICA DE MATERIALES,60,2017-06-15,ET,2016-2017/II
0202477,12,6072,EXTRACTIVA I,55,2017-12-04,EO,2017-2018/I
0202477,10,6074,FORMADO DE MATERIALES,ET,2017-12-04,EO,2017-2018/I
0202477,6,6076,POLIMEROS,70,2017-12-04,EO,2017-2018/I
0202477,10,6077,FENOMENOS DE TRANSPORTE,EE,2017-12-04,EO,2017-2018/I
0202477,6,6080,CONTROL DE CALIDAD,60,2017-12-04,EO,2017-2018/I
0202477,12,6072,EXTRACTIVA I,75,2017-12-06,EE,2017-2018/I
0202477,10,6077,FENOMENOS DE TRANSPORTE,70,2017-12-06,EE,2017-2018/I
0202477,10,6074,FORMADO DE MATERIALES,70,2018-01-09,ET,2017-2018/I
0202477,12,6082,EXTRACTIVA II,45,2018-05-30,EO,2017-2018/II
0202477,8,6087,CINETICA,ET,2018-05-30,EO,2017-2018/II
0202477,8,6112,SOLDADURA,100,2018-05-30,EO,2017-2018/II
0202477,8,6115,TRATAMIENTOS TERMICOS,55,2018-05-30,EO,2017-2018/II
0202477,6,6119,TEMAS EN MATERIALES,100,2018-05-30,EO,2017-2018/II
0202477,8,6202,CARACTERIZACION DE MATERIALES,EE,2018-05-30,EO,2017-2018/II
0202477,8,6115,TRATAMIENTOS TERMICOS,65,2018-06-01,EE,2017-2018/II
0202477,8,6202,CARACTERIZACION DE MATERIALES,60,2018-06-01,EE,2017-2018/II
0202477,8,6087,CINETICA,55,2018-06-14,ET,2017-2018/II
0202477,12,6082,EXTRACTIVA II,35,2018-06-15,ET,2017-2018/II
0202477,1,1004,SEMINARIO INTEGRADOR IV,70,2018-12-04,EO,2018-2019/I
0202477,0,1935,INGLES 5,SA,2018-12-04,EO,2018-2019/I
0202477,12,6082,EXTRACTIVA II,55,2018-12-04,EO,2018-2019/I
0202477,8,6084,FUNDICION,80,2018-12-04,EO,2018-2019/I
0202477,8,6087,CINETICA,EE,2018-12-04,EO,2018-2019/I
0202477,10,6088,TRANSFORMACIONES DE FASES,ET,2018-12-04,EO,2018-2019/I
0202477,6,6095,FLOTACION,80,2018-12-04,EO,2018-2019/I
0202477,12,6082,EXTRACTIVA II,90,2018-12-06,EE,2018-2019/I
0202477,8,6087,CINETICA,45,2018-12-06,EE,2018-2019/I
0202477,10,6088,TRANSFORMACIONES DE FASES,40,2019-01-04,ET,2018-2019/I
0202477,8,6087,CINETICA,60,2019-01-08,ET,2018-2019/I
0202477,10,6088,TRANSFORMACIONES DE FASES,EE,2019-05-31,UO,2018-2019/II
0202477,15,1906,PRACTICAS PROFESIONALES I,AC,2019-06-03,AP,2018-2019/II
0202477,10,6088,TRANSFORMACIONES DE FASES,40,2019-06-04,UE,2018-2019/II
0202477,10,6088,TRANSFORMACIONES DE FASES,60,2019-10-08,ER,2019-2020/I
0202477,0,1935,INGLES 5,70,2020-06-19,EO,2019-2020/II
0202477,8,6090,ECOLOGIA II,70,2020-06-19,EO,2019-2020/II
0202477,8,6098,SELECCION Y USO DE MATERIALES,70,2020-06-19,EO,2019-2020/II
0202477,8,6099,SIMULACION,100,2020-06-19,EO,2019-2020/II
0202477,10,6100,DISEÑO DE PROCESOS,55,2020-06-19,EO,2019-2020/II
0202477,10,6100,DISEÑO DE PROCESOS,70,2020-06-23,EE,2019-2020/II
0203032,0,0000,GEOMETRIA Y TRIGONOMETRIA,NA,2011-12-06,EO,2011-2012/I
0203032,8,0041,ALGEBRA A,21,2011-12-06,EO,2011-2012/I
0203032,8,0071,QUIMICA A,42,2011-12-06,EO,2011-2012/I
0203032,5,1100,TECNICAS DEL APRENDIZAJE,70,2011-12-06,EO,2011-2012/I
0203032,3,1102,HUMANIDADES B,75,2011-12-06,EO,2011-2012/I
0203032,10,6010,ORIGEN DE LOS MATERIALES,80,2011-12-06,EO,2011-2012/I
0203032,10,6012,INTRODUCCION A LOS MATERIALES,58,2011-12-06,EO,2011-2012/I
0203032,0,6013,SEMINARIO DE ORIENTACION,AC,2011-12-06,EO,2011-2012/I
0203032,0,0000,GEOMETRIA Y TRIGONOMETRIA,NP,2011-12-09,EE,2011-2012/I
0203032,10,6012,INTRODUCCION A LOS MATERIALES,75,2011-12-09,EE,2011-2012/I
0203032,0,0000,GEOMETRIA Y TRIGONOMETRIA,NP,2012-01-09,ET,2011-2012/I
0203032,8,0041,ALGEBRA A,10,2012-01-09,ET,2011-2012/I
0203032,8,0071,QUIMICA A,25,2012-01-12,ET,2011-2012/I
0203032,0,1901,INGLES BASICO I,NA,2012-05-19,EA,2011-2012/II
0203032,0,0000,GEOMETRIA Y TRIGONOMETRIA,NA,2012-05-29,EO,2011-2012/II
0203032,8,0041,ALGEBRA A,60,2012-05-29,EO,2011-2012/II
0203032,8,0051,CALCULO A,16,2012-05-29,EO,2011-2012/II
0203032,8,0061,FISICA A,35,2012-05-29,EO,2011-2012/II
0203032,8,0071,QUIMICA A,70,2012-05-29,EO,2011-2012/II
0203032,0,1105,ESCRITURA Y REDACCION,NA,2012-05-29,EO,2011-2012/II
0203032,6,6023,DINAMISMO I,90,2012-05-29,EO,2011-2012/II
0203032,10,6025,MINERALOGIA,59,2012-05-29,EO,2011-2012/II
0203032,0,0000,GEOMETRIA Y TRIGONOMETRIA,NP,2012-06-01,EE,2011-2012/II
0203032,0,1105,ESCRITURA Y REDACCION,NP,2012-06-01,EE,2011-2012/II
0203032,10,6025,MINERALOGIA,60,2012-06-01,EE,2011-2012/II
0203032,0,0000,GEOMETRIA Y TRIGONOMETRIA,AC,2012-06-05,ET,2011-2012/II
0203032,8,0051,CALCULO A,NP,2012-06-06,ET,2011-2012/II
0203032,8,0061,FISICA A,40,2012-06-07,ET,2011-2012/II
0203032,0,1105,ESCRITURA Y REDACCION,NP,2012-06-11,ET,2011-2012/II
0203032,8,0042,ALGEBRA B,43,2012-11-30,EO,2012-2013/I
0203032,8,0051,CALCULO A,20,2012-11-30,EO,2012-2013/I
0203032,8,0061,FISICA A,36,2012-11-30,EO,2012-2013/I
0203032,0,1901,INGLES BASICO I,EE,2012-11-30,EO,2012-2013/I
0203032,10,6021,QUIMICA DE MATERIALES,55,2012-11-30,EO,2012-2013/I
0203032,10,6032,OBTENCION DE MATERIALES,EE,2012-11-30,EO,2012-2013/I
0203032,6,6033,DINAMISMO II,100,2012-11-30,EO,2012-2013/I
0203032,0,1901,INGLES BASICO I,NA,2012-12-04,EE,2012-2013/I
0203032,10,6021,QUIMICA DE MATERIALES,60,2012-12-04,EE,2012-2013/I
0203032,10,6032,OBTENCION DE MATERIALES,60,2012-12-04,EE,2012-2013/I
0203032,0,1901,INGLES BASICO I,AC,2012-12-11,ET,2012-2013/I
0203032,8,0042,ALGEBRA B,20,2013-01-08,ET,2012-2013/I
0203032,8,0051,CALCULO A,50,2013-01-09,ET,2012-2013/I
0203032,8,0061,FISICA A,40,2013-01-10,ET,2012-2013/I
0203032,8,0051,CALCULO A,60,2013-03-13,ER,2012-2013/II
0203032,8,0061,FISICA A,00,2013-03-14,ER,2012-2013/II
0203032,8,0042,ALGEBRA B,ET,2013-05-29,EO,2012-2013/II
0203032,3,1103,APROVECHAMIENTO DE LOS RECURSOS NACIONALES,50,2013-05-29,EO,2012-2013/II
0203032,1,1104,HUMANIDADES C,85,2013-05-29,EO,2012-2013/II
0203032,0,1105,ESCRITURA Y REDACCION,SA,2013-05-29,EO,2012-2013/II
0203032,10,6031,ANALISIS DE MATERIALES,45,2013-05-29,EO,2012-2013/II
0203032,10,6045,PRINCIPIOS DE ECONOMIA,40,2013-05-29,EO,2012-2013/II
0203032,3,1103,APROVECHAMIENTO DE LOS RECURSOS NACIONALES,65,2013-05-31,EE,2012-2013/II
0203032,8,0042,ALGEBRA B,20,2013-06-04,ET,2012-2013/II
0203032,10,6031,ANALISIS DE MATERIALES,35,2013-06-11,ET,2012-2013/II
0203032,10,6045,PRINCIPIOS DE ECONOMIA,60,2013-06-12,ET,2012-2013/II
0203032,8,0052,CALCULO B,60,2013-07-02,IO,2012-2013/II
0203032,8,0042,ALGEBRA B,60,2013-10-01,ER,2013-2014/I
0203032,8,0061,FISICA A,60,2013-10-03,ER,2013-2014/I
0203032,8,0055,CALCULO E,40,2013-11-27,EO,2013-2014/I
0203032,1,1001,SEMINARIO INTEGRADOR I,SA,2013-11-27,EO,2013-2014/I
0203032,0,1105,ESCRITURA Y REDACCION,NA,2013-11-27,EO,2013-2014/I
0203032,0,1902,INGLES BASICO II,ET,2013-11-27,EO,2013-2014/I
0203032,10,6031,ANALISIS DE MATERIALES,33,2013-11-27,EO,2013-2014/I
0203032,8,6041,MECANICA DE FLUIDOS,50,2013-11-27,EO,2013-2014/I
0203032,6,6055,ECOLOGIA I,SA,2013-11-27,EO,2013-2014/I
0203032,0,1105,ESCRITURA Y REDACCION,NP,2013-11-29,EE,2013-2014/I
0203032,8,6041,MECANICA DE FLUIDOS,60,2013-11-29,EE,2013-2014/I
0203032,0,1105,ESCRITURA Y REDACCION,AC,2013-12-11,ET,2013-2014/I
0203032,10,6031,ANALISIS DE MATERIALES,80,2013-12-11,ET,2013-2014/I
0203032,0,1902,INGLES BASICO II,AC,2013-12-13,ET,2013-2014/I
0203032,8,0055,CALCULO E,60,2014-01-08,ET,2013-2014/I
0203032,6,0063,FISICA C,50,2014-05-22,EO,2013-2014/II
0203032,1,1001,SEMINARIO INTEGRADOR I,85,2014-05-22,EO,2013-2014/II
0203032,3,1134,COMPUTACION,SA,2014-05-22,EO,2013-2014/II
0203032,0,1903,INGLES INTERMEDIO I,ET,2014-05-22,EO,2013-2014/II
0203032,12,6043,MATERIALES DE INGENIERIA I,32,2014-05-22,EO,2013-2014/II
0203032,12,6052,BENEFICIO DE MATERIALES I,95,2014-05-22,EO,2013-2014/II
0203032,6,6055,ECOLOGIA I,33,2014-05-22,EO,2013-2014/II
0203032,10,6056,FISICOQUIMICA,14,2014-05-22,EO,2013-2014/II
0203032,6,0063,FISICA C,50,2014-05-26,EE,2013-2014/II
0203032,6,0063,FISICA C,60,2014-06-03,ET,2013-2014/II
0203032,10,6056,FISICOQUIMICA,20,2014-06-10,ET,2013-2014/II
0203032,12,6043,MATERIALES DE INGENIERIA I,25,2014-06-11,ET,2013-2014/II
0203032,0,1903,INGLES INTERMEDIO I,NA,2014-06-12,ET,2013-2014/II
0203032,6,6055,ECOLOGIA I,52,2014-06-12,ET,2013-2014/II
0203032,6,6055,ECOLOGIA I,75,2014-10-09,ER,2014-2015/I
0203032,1,1002,SEMINARIO INTEGRADOR II,60,2014-12-02,EO,2014-2015/I
0203032,3,1134,COMPUTACION,50,2014-12-02,EO,2014-2015/I
0203032,0,1903,INGLES INTERMEDIO I,EE,2014-12-02,EO,2014-2015/I
0203032,12,6043,MATERIALES DE INGENIERIA I,60,2014-12-02,EO,2014-2015/I
0203032,10,6056,FISICOQUIMICA,65,2014-12-02,EO,2014-2015/I
0203032,12,6063,BENEFICIO DE MATERIALES II,80,2014-12-02,EO,2014-2015/I
0203032,3,1134,COMPUTACION,45,2014-12-04,EE,2014-2015/I
0203032,0,1903,INGLES INTERMEDIO I,NA,2014-12-04,EE,2014-2015/I
0203032,3,1134,COMPUTACION,65,2014-12-10,ET,2014-2015/I
0203032,0,1903,INGLES INTERMEDIO I,NA,2014-12-15,ET,2014-2015/I
0203032,6,1130,METODOS NUMERICOS,65,2015-05-26,EO,2014-2015/II
